,Holder_ID,Age,Holder_Sex,District,City_Code,Race1,Race1_Hybrid,Race2,Race2_Hybrid,Race,Dog_Birth_Year,Dog_sex,Dog_Color
5809,140100,21-30,w,4,44,Bolonka Zwetna,,,,K,2017,m,weiss/schwarz
5810,140121,61-70,w,7,72,Mops,,,,K,2012,m,schwarz
5811,140124,71-80,w,7,71,Zwergpudel,,,,K,2014,w,black/tan
5812,140125,51-60,m,1,11,Mischling gross,,,,I,2016,m,braun/schwarz
5813,140127,41-50,w,10,101,Chihuahua,,,,K,2014,w,weiss/schwarz
5814,140154,31-40,w,7,74,Rottweiler,,,,I,2016,m,braun/schwarz
5815,140172,21-30,w,2,23,Appenzeller Sennenhund,,,,I,2016,w,tricolor
5816,140203,41-50,m,3,34,Prager Rattler,,,,K,2018,w,braun
5817,140216,41-50,w,2,21,Malteser,,,,K,2017,w,weiss
5818,140217,31-40,w,4,44,Italienisches Windspiel,,,,K,2017,m,creme
5819,140217,31-40,w,4,44,Italienisches Windspiel,,,,K,2018,w,blau
5820,140228,21-30,w,9,92,Chihuahua,,,,K,2017,m,beige
5821,140239,41-50,w,2,24,Französische Bulldogge,,,,K,2017,m,fawn
5822,140241,31-40,w,2,23,Pekingese,,,,K,2012,w,braun
5823,140241,31-40,w,2,23,Mischling klein,,,,K,2010,w,weiss/braun
5824,140247,41-50,w,11,111,Jack Russel Terrier,,,,K,2016,m,tricolor
5825,140248,21-30,w,3,34,Schäfer,,Greyhound,,I,2014,w,hellbraun
5826,140248,21-30,w,3,34,Schäfer,,Greyhound,,I,2015,w,beige
5827,140249,41-50,w,3,33,Border Collie,,,,I,2017,w,blue/merle
5828,140254,41-50,w,2,21,Old English  Sheepdog,,,,I,2012,m,grau/weiss
5829,140256,31-40,w,3,34,Zwergpudel,,,,K,2015,m,weiss
5830,140257,31-40,m,12,122,Französische Bulldogge,,,,K,2015,m,fawn
5831,140257,31-40,m,12,122,Französische Bulldogge,,,,K,2017,w,grau
5832,140260,21-30,w,7,72,Malteser,,,,K,2009,w,weiss
5833,140262,31-40,w,6,63,Beagle,,Mops,,K,2013,w,schwarz/weiss
5834,140277,21-30,m,9,92,Cocker Spaniel,,,,K,2014,w,schwarz
5835,140289,31-40,w,11,119,Parson Terrier,,,,K,2015,m,weiss/braun
5836,140290,41-50,w,11,119,Border Terrier,,,,K,2017,m,red grizzle
5837,140307,31-40,m,8,81,Zwergdackel,,,,K,2018,m,braun
5838,140329,41-50,w,10,101,Mischling klein,,,,K,2015,w,schwarz/weiss
5839,140341,31-40,w,3,34,Mischling klein,,,,K,2017,w,weiss/schwarz
5840,140400,51-60,w,8,83,Mischling gross,,,,I,2016,w,beige
5841,140404,31-40,w,4,42,Whippet,,,,I,2017,m,brindle
5842,140410,41-50,w,7,72,Perro de Agua Espanol,,,,I,2017,m,schwarz
5843,140411,51-60,m,7,74,Labrador,,Pudel,,I,2009,m,braun
5844,140412,21-30,w,8,82,Shih Tzu,,,,K,2017,w,gold/schwarz
5845,140443,41-50,m,3,33,Schweizer Laufhund,Mischling,,,I,2016,m,schwarz/rot
5846,140454,41-50,w,3,34,Border Collie,Mischling,,,I,2017,w,schwarz
5847,140460,51-60,w,3,31,Mischling gross,,,,I,2017,w,schwarz/weiss
5848,140469,51-60,w,10,101,Border Collie,,,,I,2014,m,schwarz/weiss
5849,140474,31-40,w,11,119,Boxer,,,,I,2017,m,gelb/weiss
5850,140477,71-80,w,6,61,Chihuahua,,,,K,2013,w,schwarz/weiss
5851,140478,31-40,m,1,11,Zwergdachshund,,,,K,2010,m,weiss/schwarz
5852,140479,31-40,w,7,73,Englische Bulldogge,,,,I,2017,m,braun/schwarz/weiss
5853,140481,51-60,w,2,21,Labrador Retriever,,Golden Retriever,,I,2007,w,schwarz
5854,140487,61-70,m,5,52,Golden Retriever,,,,I,2019,m,golden
5855,140490,61-70,w,10,101,Französische Bulldogge,,,,K,2017,m,schwarz
5856,140493,31-40,m,2,21,Cavalier King Charles Spaniel,,,,K,2017,w,blenheim
5857,140495,81-90,m,7,74,Appenzeller Sennenhund,,,,I,2018,m,tricolor
5858,140503,31-40,m,3,33,Mischling gross,,,,I,2012,m,braun
5859,140527,31-40,w,2,21,Golden Retriever,,,,I,2009,w,gelb
5860,140533,31-40,w,10,101,English Cocker Spaniel,,,,K,2017,m,braun
5861,140534,31-40,w,9,91,Labrador Retriever,,,,I,2016,w,choco
5862,140538,21-30,w,11,119,Schäfer,Mischling,,,I,2013,m,braun/schwarz
5863,140543,31-40,w,5,51,English Toy Terrier,,,,K,2006,w,schwarz/braun
5864,140545,11-20,m,7,74,Old Englische Bulldogge,,,,I,2015,w,gestromt
5865,140547,41-50,w,4,44,Chihuahua,,,,K,2017,m,braun/weiss
5866,140561,21-30,w,4,41,Französische Bulldogge,,,,K,2017,m,blue/tan
5867,140566,21-30,w,10,101,Yorkshire Terrier,,,,K,2017,w,blue/tan
5868,140577,21-30,w,11,119,Berner Sennenhund,,,,I,2017,m,tricolor
5869,140578,31-40,w,3,31,Shar Pei,,,,I,2017,w,blau/grau
5870,140579,31-40,m,5,52,Weimaraner,,,,I,2017,w,grau
5871,140581,21-30,m,10,102,Appenzeller Sennenhund,,,,I,2016,w,tricolor
5872,140584,31-40,w,6,61,Chihuahua,,,,K,2018,m,zimt
5873,140586,21-30,m,12,123,Prager Rattler,,,,K,2017,m,merle
5874,140587,21-30,w,12,123,Zwergspitz,,,,K,2017,m,braun
5875,140588,41-50,w,11,111,Zwergspitz,,,,K,2017,m,tricolor
5876,140607,41-50,w,10,102,Beagle,,,,K,2017,w,schwarz/braun/weiss
5877,140612,41-50,w,9,92,Mudi,,,,I,2017,w,weiss
5878,140613,51-60,m,10,101,Mischling gross,,,,I,2014,w,braun
5879,140614,41-50,m,4,42,Whippet,,,,I,2017,m,sand/weiss
5880,140615,21-30,w,9,92,Mischling gross,,,,I,2014,m,braun
5881,140630,31-40,m,6,61,Labrador,,Pudel,,I,2017,m,hellbraun
5882,140632,31-40,w,2,23,Jack Russel Terrier,,,,K,2014,m,weiss/rot
5883,140636,51-60,w,3,31,Australian Shepherd,,,,I,2017,m,tricolor
5884,140638,41-50,m,11,115,Dachshund,,,,K,2017,m,saufarben
5885,140639,61-70,w,10,102,Mops,,,,K,2010,w,beige
5886,140644,31-40,w,2,21,Tibet Terrier,,,,K,2006,m,schwarz/weiss
5887,140644,31-40,w,2,21,Bouvier des Flandres,,,,I,2018,m,schwarz gestromt
5888,140647,31-40,w,6,61,Bolonka Zwetna,,,,K,2017,m,braun/weiss
5889,140647,31-40,w,6,61,Bolonka Zwetna,,,,K,2019,m,braun
5890,140655,21-30,w,11,119,Pudel,Mischling,,,K,2015,w,schwarz
5891,140657,31-40,w,12,121,Shih Tzu,,,,K,2017,w,bicolor
5892,140691,41-50,m,11,115,Labrador Retriever,Mischling,,,I,2017,m,tricolor
5893,140698,31-40,w,7,74,Zwergspitz,,,,K,2017,m,orange
5894,140702,41-50,m,9,92,Französische Bulldogge,,,,K,2017,m,weiss/schwarz
5895,140703,31-40,m,9,92,Australian Shepherd,,,,I,2017,m,tricolor
5896,140704,41-50,w,8,82,Bolonka Zwetna,,,,K,2017,m,zobel
5897,140715,41-50,w,11,111,Labrador Retriever,,,,I,2017,w,rotblond
5898,140716,21-30,w,10,101,Labrador Retriever,,,,I,2017,m,braun
5899,140721,41-50,m,10,101,Havaneser,,,,K,2017,w,schwarz/weiss
5900,140722,31-40,w,4,41,Bolonka Zwetna,,,,K,2017,w,zobel
5901,140735,71-80,m,2,21,Entlebucher Sennenhund,,,,I,2008,w,tricolor
5902,140736,41-50,w,9,92,Mischling klein,,,,K,2016,m,beige
5903,140739,41-50,w,12,123,Chihuahua,,,,K,2014,w,weiss
5904,140740,31-40,m,3,34,Deutscher Langhaarschäfer,,,,I,2010,m,schwarz/braun
5905,140744,41-50,w,4,42,Französische Bulldogge,,,,K,2013,w,braun gestromt
5906,140748,31-40,w,5,51,Shih Tzu,,,,K,2017,m,tricolor
5907,140748,31-40,w,5,51,Shih Tzu,,,,K,2017,m,gold/weiss
5908,140752,31-40,m,3,31,Labrador Retriever,Mischling,,,I,2015,w,hellbraun
5909,140753,51-60,w,2,21,Foxterrier,,,,K,2015,w,tricolor
5910,140772,21-30,m,11,111,Labrador Retriever,,,,I,2012,m,schwarz/weiss
5911,140778,61-70,w,11,111,Breton,Mischling,,,I,2017,w,braun/weiss
5912,140783,41-50,m,4,41,Jack Russel Terrier,,,,K,2007,w,tricolor
5913,140784,41-50,w,9,92,Chow Chow,,,,I,2017,w,schwarz
5914,140794,41-50,w,11,111,Bolonka Zwetna,,Bichon frisé,,K,2018,m,schwarz/weiss
5915,140799,31-40,w,2,21,Cirneco dell'Etna,,,,I,2017,m,blondfarben
5916,140801,31-40,m,3,33,Malteser,,,,K,2014,w,weiss
5917,140807,21-30,w,9,91,Chihuahua,,,,K,2012,w,wildfarbig
5918,140808,31-40,w,11,111,Yorkshire Terrier,,,,K,2008,w,grau/beige
5919,140811,21-30,w,2,21,Old Englische Bulldogge,,,,I,2015,w,schwarz
5920,140821,31-40,w,12,123,Mischling gross,,,,I,2017,m,tricolor
5921,140842,31-40,w,2,24,Welsh Terrier,,,,K,2009,w,braun/schwarz
5922,140844,31-40,w,11,119,Zwergpudel,,,,K,2010,w,Harlekin
5923,140848,51-60,m,11,119,Bichon frisé,,,,K,2017,m,weiss
5924,140849,31-40,w,11,115,Mischling gross,,Schnauzer,,I,2016,m,schwarz
5925,140852,41-50,w,11,111,Shih Tzu,,,,K,2011,w,beige
5926,140852,41-50,w,11,111,Shih Tzu,,,,K,2013,m,braun
5927,140853,41-50,w,7,71,Labrador,,,,I,2018,m,beige
5928,140853,41-50,w,7,71,Labrador Retriever,,,,I,2017,m,braun
5929,140855,31-40,w,11,115,Chihuahua,,,,K,2012,w,braun/weiss
5930,140856,41-50,w,4,44,Chihuahua,,,,K,2016,m,braun
5931,140857,21-30,w,2,21,Chihuahua,,,,K,2012,m,braun
5932,140857,21-30,w,2,21,Chihuahua,,,,K,2012,w,braun
5933,140858,31-40,w,10,102,Samojede,,,,I,2007,w,weiss
5934,140861,21-30,w,6,63,Welsh Springer Spaniel,,,,I,2017,m,rot/weiss
5935,140864,41-50,w,8,82,Französische Bulldogge,,,,K,2013,m,gemischt
5936,140864,41-50,w,8,82,Französische Bulldogge,,,,K,2012,w,gestromt
5937,140869,41-50,w,3,34,Briard,Mischling,,,I,2007,m,schwarz/weiss
5938,140878,81-90,w,7,74,Dachshund,,,,K,2014,m,schwarz/rot
5939,140885,41-50,w,7,71,Zwergdackel,,,,K,2016,m,schwarz
5940,140888,31-40,w,10,101,Mops,,,,K,2011,m,schwarz
5941,140891,31-40,w,9,92,Beagle,,,,K,2006,w,tricolor
5942,140892,61-70,m,10,101,Border Collie,,,,I,2017,m,schwarz/weiss
5943,140895,51-60,w,11,115,Cairn Terrier,,,,K,2017,m,brindle
5944,140896,31-40,m,7,72,Magyar Viszla,,,,I,2017,w,beige
5945,140897,31-40,w,4,42,Golden Retriever,,,,I,2008,m,golden
5946,140898,31-40,w,3,31,Kooikerhondje,,,,K,2017,m,rot/weiss
5947,140899,41-50,w,7,73,Cocker Spaniel,,Pudel,,K,2010,m,choco
5948,140901,21-30,w,11,111,Jack Russel Terrier,,,,K,2011,m,weiss/schwarz
5949,140902,21-30,w,9,91,Yorkshire Terrier,Mischling,,,K,2010,w,schwarz/braun
5950,140915,61-70,w,7,74,Mops,,,,K,2012,w,beige
5951,140925,51-60,w,8,82,Lagotto Romagnolo,,,,I,2017,m,braun
5952,140930,51-60,m,4,42,Dachshund,,,,K,2015,m,braun
5953,140930,51-60,m,4,42,Mischling klein,,,,K,2015,w,braun
5954,140932,21-30,w,9,92,Pekingese,Mischling,,,K,2007,m,beige
5955,140941,51-60,w,8,82,West Highland White Terrier,,,,K,2004,w,weiss
5956,140943,31-40,w,4,42,Mischling klein,,,,K,2015,w,schwarz
5957,140947,41-50,w,12,122,Bichon frisé,,,,K,2017,m,weiss
5958,140956,41-50,w,7,71,Labrador Retriever,,,,I,2017,m,braun
5959,140957,31-40,w,2,21,Mischling klein,,,,K,2011,w,schwarz
5960,140958,31-40,w,11,111,Chihuahua,,,,K,2017,w,braun
5961,140958,31-40,w,11,111,Französische Bulldogge,,,,K,2016,m,weiss/schwarz
5962,140958,31-40,w,11,111,Chihuahua,,,,K,2018,w,braun
5963,140971,21-30,w,11,115,Shiba Inu,,,,K,2017,w,black/tan
5964,140973,31-40,m,11,119,Zwergschnauzer,,,,K,2018,m,weiss
5965,140976,31-40,w,4,42,Französische Bulldogge,,,,K,2009,m,weiss
5966,140996,51-60,w,6,61,Parson Russell Terrier,Mischling,,,K,2016,w,weiss/schwarz
5967,141016,31-40,m,4,41,Mischling klein,,,,K,2017,m,schwarz/braun
5968,141017,51-60,w,11,115,Malteser,,,,K,2017,w,weiss
5969,141020,51-60,m,2,24,Mischling klein,,,,K,2013,w,hellbraun/weiss
5970,141024,31-40,m,12,123,Sibirischer Husky,,,,I,2017,m,schwarz/weiss
5971,141025,21-30,w,11,119,Französische Bulldogge,,,,K,2017,m,rot
5972,141030,41-50,w,7,74,Pomeranian,,,,K,2016,m,weiss
5973,141031,31-40,w,9,91,Mischling gross,,,,I,2017,m,schwarz/braun
5974,141034,61-70,m,9,91,Jack Russel Terrier,,,,K,2017,w,schwarz/weiss
5975,141035,21-30,w,5,51,Old Englische Bulldogge,,,,I,2016,w,brindle
5976,141064,31-40,w,5,52,Zwergdachshund,,,,K,2015,w,schwarz
5977,141082,71-80,m,10,101,Flat Coated Retriever,,,,I,2016,m,schwarz
5978,141085,31-40,w,10,102,Collie,,,,I,2015,m,tricolor
5979,141086,61-70,w,2,21,Mischling klein,,,,K,2017,w,weiss/braun
5980,141088,31-40,w,9,92,Mischling klein,,,,K,2013,w,schwarz
5981,141096,41-50,m,4,44,Yorkshire Terrier,,,,K,2016,w,schwarz/braun
5982,141096,41-50,m,4,44,Pinscher,Mischling,,,K,2011,m,braun/schwarz
5983,141097,41-50,w,5,52,Französische Bulldogge,,,,K,2017,m,schwarz
5984,141104,31-40,m,7,71,Mischling klein,,,,K,2006,w,beige
5985,141110,31-40,w,10,101,Mischling gross,,,,I,2017,w,tricolor
5986,141113,31-40,w,6,63,Dachshund,,,,K,2016,m,saufarben
5987,141121,71-80,w,9,91,Mischling gross,,,,I,2017,m,schwarz/braun
5988,141127,21-30,w,11,115,Französische Bulldogge,,,,K,2014,m,fawn
5989,141127,21-30,w,11,115,Französische Bulldogge,,,,K,2015,m,blue
5990,141130,31-40,m,7,72,Labrador Retriever,,,,I,2016,w,blondfarben
5991,141133,51-60,m,7,74,Lagotto Romagnolo,,,,I,2017,w,weiss
5992,141134,31-40,m,6,61,Podenco,,,,I,2017,w,braun/weiss
5993,141149,41-50,w,9,92,Mops,,,,K,2017,m,creme
5994,141164,21-30,w,6,63,Boston Terrier,,,,K,2013,m,schwarz/weiss
5995,141171,31-40,w,6,63,Golden Retriever,,Pudel,,I,2014,m,blondfarben
5996,141183,21-30,w,4,44,Zwergspitz,,Pomeranian,,K,2009,m,blondfarben
5997,141221,31-40,m,3,34,Schäfer,Mischling,,,I,2013,m,schwarz/braun
5998,141221,31-40,m,3,34,Schäfer,Mischling,,,I,2016,m,rot/braun
5999,141224,21-30,m,12,121,Dogo Argentino,,,,I,2017,m,weiss
6000,141225,41-50,w,9,92,Labrador Retriever,,,,I,2017,m,beige/weiss
6001,141259,31-40,m,10,102,Mischling gross,,,,I,2017,m,zobel
6002,141262,41-50,w,3,31,Zwergspitz,,Pomeranian,,K,2015,m,beige/rot
6003,141265,21-30,w,12,122,Französische Bulldogge,,,,K,2017,m,fawn
6004,141267,21-30,m,11,111,Französische Bulldogge,,,,K,2017,m,braun
6005,141282,31-40,w,3,34,Französische Bulldogge,,,,K,2017,m,black/tan
6006,141299,21-30,w,11,111,Cavalier King Charles Spaniel,,,,K,2017,w,dreifarbig
6007,141301,51-60,w,9,92,Mischling klein,,,,K,2017,m,creme
6008,141304,31-40,w,11,119,Malteser,,,,K,2017,m,weiss
6009,141305,31-40,w,7,74,Scottish Terrier,,,,K,2016,m,schwarz
6010,141312,31-40,m,10,102,Mischling gross,,,,I,2017,w,golden
6011,141315,21-30,w,10,101,Labrador Retriever,,,,I,2016,w,schwarz/weiss
6012,141319,31-40,m,12,123,Mops,,,,K,2015,w,schwarz
6013,141326,51-60,w,4,42,Labrador Retriever,,Border Collie,,I,2001,w,weiss
6014,141365,31-40,w,11,111,Mischling gross,,,,I,2011,w,braun/schwarz
6015,141368,21-30,w,11,119,Deutscher Kleinspitz,,,,K,2017,m,beige
6016,141372,21-30,w,11,119,Französische Bulldogge,,,,K,2017,m,blue
6017,141377,41-50,w,8,82,Pomeranian,,,,K,2007,m,braun
6018,141379,51-60,m,5,51,Yorkshire Terrier,,,,K,2017,w,brindle
6019,141392,41-50,w,9,91,Französische Bulldogge,,,,K,2017,w,fawn
6020,141405,41-50,m,11,111,Australian Shepherd,,,,I,2005,w,schwarz/braun/weiss
6021,141421,51-60,w,11,115,Boxer,,,,I,2012,m,gestromt
6022,141440,31-40,w,5,52,Französische Bulldogge,,,,K,2017,m,schwarz/weiss
6023,141441,31-40,w,10,102,Mischling klein,,,,K,2017,w,schwarz/weiss
6024,141446,21-30,m,7,74,Cane Corso,,,,I,2017,m,schwarz
6025,141448,61-70,w,1,11,Mittelpudel,,,,K,2018,w,schwarz
6026,141465,51-60,m,3,34,Podenco,,,,I,2017,m,schwarz
6027,141485,31-40,m,3,34,Labrador Retriever,,,,I,2018,m,schwarz
6028,141494,51-60,w,3,31,Mischling klein,,,,K,2010,m,hellbraun
6029,141497,61-70,w,7,74,Mischling gross,,,,I,2011,m,braun/schwarz
6030,141499,31-40,m,12,123,Pomeranian,,Zwergspitz,,K,2017,m,weiss
6031,141516,61-70,m,4,42,Chihuahua,,,,K,2017,m,braun
6032,141517,21-30,w,9,92,Französische Bulldogge,,,,K,2018,m,braun schwarz gestromt
6033,141521,31-40,w,2,24,Deutscher Schäfer,,,,I,2017,m,weiss
6034,141537,31-40,w,11,115,Miniature Bull Terrier,,,,K,2016,w,rot
6035,141540,41-50,w,9,92,Mischling gross,,,,I,2016,m,tricolor
6036,141541,11-20,w,11,115,Französische Bulldogge,,,,K,2017,m,schwarz/weiss
6037,141542,41-50,w,9,91,Französische Bulldogge,,,,K,2017,m,grau
6038,141547,31-40,w,7,71,Lagotto Romagnolo,,,,I,2019,w,braun/weiss
6039,141560,21-30,w,12,122,Malteser,,,,K,2016,m,weiss
6040,141565,41-50,w,6,63,Malteser,,,,K,2017,m,weiss
6041,141566,41-50,w,10,101,Lagotto Romagnolo,,,,I,2018,m,braun
6042,141573,31-40,w,9,91,Boston Terrier,,,,K,2017,m,schwarz/weiss
6043,141603,31-40,m,7,73,Border Collie,,,,I,2018,w,blue/merle
6044,141626,31-40,m,9,92,Parson Russell Terrier,,,,K,2017,m,tricolor
6045,141628,41-50,w,8,82,Berner Sennenhund,,,,I,2018,m,tricolor
6046,141638,61-70,w,9,91,Border Collie,Mischling,,,I,2017,w,schwarz/weiss
6047,141639,31-40,w,9,92,Shiba Inu,,,,K,2018,m,black/tan
6048,141639,31-40,w,9,92,Mischling gross,,,,I,2018,m,schwarz
6049,141640,31-40,w,3,34,Französische Bulldogge,,,,K,2017,w,schwarz
6050,141641,21-30,m,2,21,Rhodesian Ridgeback,,,,I,2017,w,braun
6051,141662,21-30,w,4,42,Jack Russel Terrier,Mischling,,,K,2018,m,tricolor
6052,141674,31-40,m,7,72,Border Collie,,,,I,2019,m,schwarz/weiss
6053,141674,31-40,m,7,72,Sibirischer Husky,,,,I,2017,w,weiss
6054,141676,41-50,m,4,41,Mischling klein,,,,K,2013,m,schwarz/weiss
6055,141677,51-60,w,12,122,Mischling klein,,,,K,2017,w,schwarz/weiss
6056,141679,71-80,w,12,122,West Highland White Terrier,,,,K,2018,w,weiss
6057,141687,31-40,w,8,82,Chihuahua,,,,K,2013,w,golden
6058,141687,31-40,w,8,82,Zwergspitz,,,,K,2018,w,creme
6059,141691,41-50,w,2,24,Toypudel,,,,K,2017,m,braun/rot
6060,141699,31-40,m,2,21,Beagle,,,,K,2016,w,tricolor
6061,141704,51-60,m,7,74,Yorkshire Terrier,,,,K,2012,m,beige/grau
6062,141719,41-50,m,12,123,Chihuahua,,,,K,2017,w,hellbraun
6063,141721,31-40,m,3,31,Dachshund,,Border Collie,,I,2017,w,tricolor
6064,141732,61-70,w,10,102,Papillon,,,,K,2013,m,tricolor
6065,141749,21-30,w,1,11,Mischling klein,,,,K,2017,w,beige
6066,141754,81-90,m,6,61,Dachshund,,,,K,2004,w,braun
6067,141755,41-50,w,11,119,Labrador Retriever,,,,I,2018,w,rot/braun
6068,141783,21-30,m,9,91,English Cocker Spaniel,,,,K,2018,m,rot
6069,141787,21-30,w,12,122,Malteser,,,,K,2013,m,weiss
6070,141788,41-50,w,2,24,Mischling gross,,,,I,2018,w,schwarz/braun
6071,141789,21-30,w,9,92,Biewer Yorkshire Terrier,,,,K,2017,m,schwarz/weiss/beige
6072,141791,31-40,w,7,74,Entlebucher Sennenhund,,,,I,2018,w,tricolor
6073,141802,61-70,w,12,121,Eurasier,,,,I,2018,w,grau
6074,141807,41-50,w,7,72,Labrador Retriever,,Golden Retriever,,I,2018,w,beige
6075,141817,21-30,w,11,111,Französische Bulldogge,,,,K,2017,m,fawn
6076,141827,41-50,m,2,21,Chihuahua,,,,K,2015,w,beige
6077,141832,31-40,w,9,92,Französische Bulldogge,,,,K,2008,w,fawn
6078,141832,31-40,w,9,92,Französische Bulldogge,,,,K,2009,m,schwarz/beige
6079,141841,31-40,m,3,33,Mops,,,,K,2018,w,fawn
6080,141841,31-40,m,3,33,Mops,,,,K,2018,w,beige
6081,141860,31-40,w,2,21,Französische Bulldogge,,,,K,2011,m,schwarz gestromt
6082,141863,21-30,w,9,92,Mischling gross,,,,I,2016,m,braun/schwarz
6083,141888,31-40,m,3,31,Dobermann,,,,I,2010,m,schwarz/braun
6084,141892,41-50,w,3,34,Pudel,,Labrador Retriever,,I,2015,w,schwarz/weiss
6085,141896,31-40,w,3,34,Chow Chow,,,,I,2013,m,weiss
6086,141907,31-40,w,8,82,Dachshund,,,,K,2014,w,gelb
6087,141909,71-80,w,2,21,American Cocker Spaniel,,,,K,2010,m,rot
6088,141910,21-30,w,7,73,Golden Retriever,,,,I,2017,m,golden
6089,141936,31-40,w,2,21,Mischling gross,,,,I,2015,m,schwarz
6090,141964,21-30,w,11,119,Mischling gross,,,,I,2017,w,weiss/schwarz
6091,141967,61-70,w,11,119,Mischling klein,,,,K,2010,w,schwarz
6092,141970,41-50,w,8,81,Russischer schwarzer Terrier,,,,I,2009,w,schwarz/braun
6093,141970,41-50,w,8,81,Toypudel,,,,K,2017,w,grau
6094,141979,51-60,w,7,72,Mischling klein,,,,K,2010,w,weiss/braun
6095,141979,51-60,w,7,72,Malteser,,Zwergpudel,,K,2017,w,weiss
6096,141984,21-30,w,3,31,Coton de Tulear,,,,K,2018,m,weiss
6097,141989,31-40,w,5,52,Bolonka Zwetna,,,,K,2018,m,zobel
6098,141990,41-50,w,9,91,Mischling klein,,,,K,2007,w,braun/grau
6099,141997,21-30,w,6,61,Bolonka Zwetna,,,,K,2018,m,zobel
6100,142010,41-50,w,10,101,Mischling klein,,,,K,2017,m,schwarz
6101,142032,21-30,w,11,119,Zwergspitz,,Pomeranian,,K,2017,w,schwarz
6102,142035,31-40,m,9,92,Französische Bulldogge,,,,K,2017,m,braun
6103,142036,41-50,m,7,73,Chihuahua,,,,K,2017,m,tricolor
6104,142038,31-40,w,9,92,Welsh Corgi Pembroke,,,,K,2011,m,rot/weiss
6105,142039,31-40,m,2,21,Mischling klein,,,,K,2017,m,braun
6106,142040,31-40,m,5,52,Shiba Inu,,,,K,2016,m,rot/weiss
6107,142045,41-50,w,4,44,Malteser,,,,K,2010,w,weiss
6108,142066,51-60,w,7,73,Appenzeller Sennenhund,,,,I,2012,w,tricolor
6109,142079,41-50,m,2,21,Collie,,,,I,2010,w,tricolor
6110,142081,71-80,m,7,71,Mischling gross,,,,I,2014,m,tricolor
6111,142082,61-70,m,5,51,Malteser,,,,K,2015,w,weiss
6112,142087,31-40,m,12,122,Chihuahua,,,,K,2009,w,sandfarbig
6113,142088,31-40,m,3,31,Akita,,,,I,2018,m,tricolor
6114,142094,61-70,w,9,91,Collie,,,,I,2017,w,sable
6115,142096,31-40,w,2,21,Chihuahua,,,,K,2018,w,schwarz
6116,142098,21-30,w,5,51,Zwergpudel,,,,K,2010,m,schwarz
6117,142119,21-30,w,8,83,Zwergspitz,,,,K,2018,m,weiss
6118,142123,31-40,m,10,102,Appenzeller Sennenhund,Mischling,,,I,2018,w,tricolor
6119,142154,31-40,m,2,21,Englische Bulldogge,,,,I,2011,m,braun/weiss
6120,142158,31-40,m,9,92,Bologneser,,,,K,2016,m,tricolor
6121,142230,31-40,m,3,31,Mischling gross,,,,I,2016,m,schwarz/beige
6122,142231,31-40,m,7,73,Border Collie,,,,I,2010,w,tricolor
6123,142232,41-50,w,12,123,Shih Tzu,,,,K,2018,w,tricolor
6124,142242,41-50,w,6,63,Groenendael,,,,I,2015,m,schwarz
6125,142244,71-80,w,10,101,Malinois,,Schäfer,,I,2010,w,braun/schwarz
6126,142247,41-50,w,8,82,Beagle,Mischling,,,K,2012,w,weiss/braun
6127,142263,31-40,w,11,119,Chihuahua,,,,K,2017,m,fawn
6128,142264,31-40,w,2,21,Shetland Sheepdog,,,,K,2018,m,blue/merle
6129,142265,41-50,w,2,24,Labrador,,Pudel,,I,2018,m,schwarz
6130,142266,61-70,m,6,61,Chihuahua,,,,K,2017,m,weiss/braun
6131,142267,41-50,m,9,92,West Highland White Terrier,,,,K,2016,m,weiss
6132,142270,41-50,w,7,72,Sheltie,Mischling,,,K,2008,w,vierfarbig
6133,142277,51-60,w,5,52,Mischling gross,,,,I,2013,m,beige/grau
6134,142331,51-60,m,11,119,Bolonka Zwetna,,,,K,2018,m,golden
6135,142332,41-50,w,9,92,Shih Tzu,,,,K,2017,w,beige
6136,142333,71-80,w,3,31,Zwergspitz,,,,K,2018,w,orange
6137,142340,21-30,w,2,21,Spitz,Mischling,,,K,2016,w,weiss/braun
6138,142341,31-40,w,7,72,Zwergspitz,,,,K,2017,w,weiss
6139,142350,41-50,m,11,111,Mischling gross,,,,I,2018,m,schwarz/braun
6140,142352,41-50,m,12,121,Yorkshire Terrier,,Chihuahua,,K,2018,w,braun
6141,142356,41-50,m,6,61,Labrador Retriever,,,,I,2009,m,choco
6142,142356,41-50,m,6,61,Labrador Retriever,,,,I,2019,m,gelb
6143,142357,11-20,w,2,23,Chihuahua,,,,K,2016,m,braun
6144,142368,31-40,w,10,101,Labrador Retriever,,,,I,2015,m,golden
6145,142375,41-50,w,3,31,Bolonka Zwetna,,,,K,2011,w,schwarz/weiss
6146,142376,31-40,w,11,111,Dachshund,,,,K,2018,w,saufarben
6147,142380,31-40,w,2,24,Mischling gross,,,,I,2017,w,tricolor
6148,142388,41-50,w,2,21,Jack Russel Terrier,,,,K,2004,m,tricolor
6149,142397,21-30,m,11,119,Boxer,,,,I,2018,m,gelb/weiss
6150,142408,21-30,m,9,92,Yorkshire Terrier,,,,K,2017,w,blue/tan
6151,142411,51-60,m,7,71,Berner Sennenhund,,,,I,2018,m,tricolor
6152,142460,31-40,m,3,31,Mischling klein,,,,K,2016,w,tricolor
6153,142499,61-70,w,8,83,Mischling klein,Mischling,,,K,2018,w,choco
6154,142500,31-40,w,9,91,Zwergschnauzer,,,,K,2018,m,grau/weiss
